Category,Number of Records,Order Date,Sales Target,Segment
Office Supplies,1,12-05-2017,76,Consumer
Office Supplies,1,12-05-2017,120,Home Office
Office Supplies,1,13-05-2017,780,Consumer
Office Supplies,1,13-05-2017,224,Corporate
Furniture,1,14-05-2017,838,Corporate
Office Supplies,1,14-05-2017,777,Consumer
Office Supplies,1,14-05-2017,22,Home Office
Technology,1,14-05-2017,2590,Corporate
Office Supplies,1,15-05-2017,691,Consumer
Office Supplies,1,15-05-2017,104,Corporate
Technology,1,15-05-2017,673,Corporate
Technology,1,15-05-2017,158,Home Office
Furniture,1,16-05-2017,675,Consumer
Furniture,1,16-05-2017,959,Corporate
Office Supplies,1,16-05-2017,903,Consumer
Office Supplies,1,16-05-2017,24,Corporate
Technology,1,16-05-2017,3921,Consumer
Furniture,1,17-05-2017,41,Corporate
Office Supplies,1,17-05-2017,38,Consumer
Office Supplies,1,17-05-2017,150,Corporate
Technology,1,17-05-2017,261,Consumer
Office Supplies,1,18-05-2017,427,Consumer
Technology,1,18-05-2017,124,Consumer
Technology,1,18-05-2017,230,Home Office
Office Supplies,1,20-05-2017,284,Home Office
Furniture,1,21-05-2017,217,Consumer
Office Supplies,1,21-05-2017,96,Consumer
Office Supplies,1,21-05-2017,106,Corporate
Furniture,1,22-05-2017,671,Corporate
Office Supplies,1,22-05-2017,884,Consumer
Office Supplies,1,22-05-2017,226,Corporate
Technology,1,22-05-2017,47,Consumer
Technology,1,22-05-2017,1005,Corporate
Furniture,1,23-05-2017,229,Consumer
Office Supplies,1,24-05-2017,1084,Consumer
Technology,1,24-05-2017,567,Home Office
Furniture,1,25-05-2017,1309,Home Office
Office Supplies,1,27-05-2017,122,Consumer
Office Supplies,1,27-05-2017,256,Corporate
Technology,1,27-05-2017,532,Consumer
Technology,1,27-05-2017,1031,Corporate
Furniture,1,28-05-2017,1700,Consumer
Office Supplies,1,28-05-2017,377,Consumer
Office Supplies,1,28-05-2017,117,Corporate
Technology,1,28-05-2017,2227,Consumer
Office Supplies,1,29-05-2017,103,Home Office
Technology,1,29-05-2017,349,Consumer
Furniture,1,30-05-2017,135,Consumer
Office Supplies,1,30-05-2017,581,Consumer
Office Supplies,1,30-05-2017,1603,Corporate
Office Supplies,1,30-05-2017,629,Home Office
Technology,1,30-05-2017,2345,Consumer
Technology,1,30-05-2017,2311,Corporate
Technology,1,30-05-2017,1690,Home Office
Furniture,1,31-05-2017,994,Consumer
Office Supplies,1,31-05-2017,273,Consumer
Office Supplies,1,31-05-2017,88,Corporate
Technology,1,31-05-2017,302,Consumer
Office Supplies,1,01-06-2017,131,Consumer
Office Supplies,1,01-06-2017,285,Corporate
Technology,1,01-06-2017,767,Corporate
Office Supplies,1,02-06-2017,217,Consumer
Office Supplies,1,02-06-2017,136,Corporate
Technology,1,02-06-2017,1107,Consumer
Furniture,1,03-06-2017,104,Consumer
Office Supplies,1,03-06-2017,3024,Corporate
Office Supplies,1,03-06-2017,328,Home Office
Technology,1,03-06-2017,393,Corporate
Furniture,1,04-06-2017,103,Corporate
Furniture,1,04-06-2017,188,Home Office
Office Supplies,1,04-06-2017,894,Corporate
Office Supplies,1,04-06-2017,483,Home Office
Technology,1,04-06-2017,6748,Corporate
Technology,1,04-06-2017,3418,Home Office
Furniture,1,05-06-2017,64,Home Office
Office Supplies,1,05-06-2017,116,Consumer
Office Supplies,1,05-06-2017,313,Corporate
Office Supplies,1,05-06-2017,144,Home Office
Technology,1,05-06-2017,603,Corporate
Furniture,1,06-06-2017,1031,Corporate
Office Supplies,1,06-06-2017,91,Consumer
Office Supplies,1,06-06-2017,51,Home Office
Technology,1,06-06-2017,391,Consumer
Office Supplies,1,07-06-2017,325,Consumer
Office Supplies,1,07-06-2017,198,Corporate
Office Supplies,1,07-06-2017,173,Home Office
Technology,1,07-06-2017,278,Consumer
Technology,1,07-06-2017,180,Home Office
Furniture,1,08-06-2017,1579,Consumer
Office Supplies,1,08-06-2017,768,Consumer
Office Supplies,1,08-06-2017,30,Home Office
Technology,1,08-06-2017,1014,Consumer
Furniture,1,09-06-2017,245,Consumer
Office Supplies,1,09-06-2017,44,Consumer
Furniture,1,10-06-2017,228,Consumer
Office Supplies,1,10-06-2017,679,Consumer
Office Supplies,1,10-06-2017,3530,Corporate
Technology,1,10-06-2017,2686,Consumer
Furniture,1,11-06-2017,319,Consumer
Office Supplies,1,11-06-2017,1083,Consumer
Office Supplies,1,11-06-2017,146,Home Office
Technology,1,11-06-2017,1379,Consumer
Furniture,1,12-06-2017,512,Consumer
Furniture,1,12-06-2017,66,Corporate
Office Supplies,1,12-06-2017,746,Consumer
Office Supplies,1,12-06-2017,17,Corporate
Technology,1,12-06-2017,650,Consumer
Furniture,1,13-06-2017,997,Consumer
Furniture,1,13-06-2017,402,Corporate
Office Supplies,1,13-06-2017,1558,Consumer
Office Supplies,1,13-06-2017,943,Corporate
Office Supplies,1,13-06-2017,272,Home Office
Technology,1,13-06-2017,443,Consumer
Technology,1,13-06-2017,152,Corporate
Furniture,1,14-06-2017,1266,Consumer
Office Supplies,1,14-06-2017,233,Consumer
Office Supplies,1,14-06-2017,849,Home Office
Technology,1,14-06-2017,361,Consumer
Technology,1,14-06-2017,1490,Corporate
Technology,1,14-06-2017,2470,Home Office
Furniture,1,15-06-2017,365,Corporate
Office Supplies,1,15-06-2017,1420,Consumer
Office Supplies,1,15-06-2017,476,Corporate
Technology,1,15-06-2017,1481,Consumer
Technology,1,15-06-2017,1027,Corporate
Furniture,1,17-06-2017,1788,Consumer
Furniture,1,17-06-2017,292,Corporate
Office Supplies,1,17-06-2017,324,Consumer
Office Supplies,1,17-06-2017,197,Corporate
Office Supplies,1,17-06-2017,145,Home Office
Technology,1,17-06-2017,1496,Consumer
Technology,1,17-06-2017,634,Corporate
Technology,1,17-06-2017,1885,Home Office
Furniture,1,18-06-2017,463,Consumer
Office Supplies,1,18-06-2017,338,Consumer
Office Supplies,1,18-06-2017,50,Corporate
Technology,1,18-06-2017,3042,Consumer
Technology,1,18-06-2017,518,Home Office
Furniture,1,19-06-2017,960,Consumer
Office Supplies,1,19-06-2017,135,Consumer
Technology,1,19-06-2017,80,Consumer
Technology,1,19-06-2017,574,Corporate
Office Supplies,1,20-06-2017,169,Consumer
Furniture,1,21-06-2017,2380,Consumer
Office Supplies,1,21-06-2017,428,Consumer
Office Supplies,1,21-06-2017,55,Corporate
Technology,1,21-06-2017,392,Consumer
Technology,1,22-06-2017,421,Consumer
Furniture,1,23-06-2017,417,Consumer
Office Supplies,1,23-06-2017,106,Consumer
Technology,1,23-06-2017,2335,Consumer
Furniture,1,24-06-2017,259,Corporate
Office Supplies,1,24-06-2017,25,Consumer
Office Supplies,1,24-06-2017,552,Corporate
Technology,1,24-06-2017,3456,Corporate
Furniture,1,25-06-2017,533,Corporate
Office Supplies,1,25-06-2017,82,Consumer
Office Supplies,1,25-06-2017,594,Corporate
Office Supplies,1,25-06-2017,105,Home Office
Furniture,1,26-06-2017,1738,Consumer
Furniture,1,26-06-2017,235,Corporate
Office Supplies,1,26-06-2017,821,Consumer
Office Supplies,1,26-06-2017,271,Corporate
Technology,1,26-06-2017,246,Consumer
Furniture,1,27-06-2017,2427,Consumer
Furniture,1,27-06-2017,208,Corporate
Office Supplies,1,27-06-2017,61,Consumer
Office Supplies,1,27-06-2017,211,Corporate
Technology,1,27-06-2017,280,Consumer
Technology,1,27-06-2017,457,Corporate
Furniture,1,28-06-2017,428,Consumer
Furniture,1,28-06-2017,469,Home Office
Office Supplies,1,28-06-2017,341,Consumer
Office Supplies,1,28-06-2017,1798,Corporate
Office Supplies,1,28-06-2017,2216,Home Office
Technology,1,28-06-2017,263,Consumer
Technology,1,28-06-2017,1876,Corporate
Furniture,1,29-06-2017,1725,Consumer
Furniture,1,29-06-2017,336,Home Office
Office Supplies,1,29-06-2017,506,Consumer
Office Supplies,1,29-06-2017,39,Home Office
Technology,1,29-06-2017,742,Consumer
Office Supplies,1,01-07-2017,245,Consumer
Technology,1,01-07-2017,839,Consumer
Furniture,1,02-07-2017,839,Consumer
Furniture,1,02-07-2017,1075,Corporate
Office Supplies,1,02-07-2017,733,Corporate
Office Supplies,1,02-07-2017,45,Home Office
Technology,1,02-07-2017,1437,Corporate
Office Supplies,1,03-07-2017,274,Consumer
Office Supplies,1,03-07-2017,2354,Corporate
Technology,1,03-07-2017,17,Consumer
Technology,1,03-07-2017,1558,Corporate
Furniture,1,04-07-2017,116,Corporate
Office Supplies,1,04-07-2017,63,Corporate
Technology,1,04-07-2017,1945,Home Office
Office Supplies,1,05-07-2017,72,Home Office
Furniture,1,06-07-2017,352,Corporate
Office Supplies,1,06-07-2017,146,Consumer
Technology,1,06-07-2017,530,Consumer
Technology,1,06-07-2017,486,Corporate
Furniture,1,08-07-2017,187,Consumer
Office Supplies,1,08-07-2017,4387,Consumer
Office Supplies,1,08-07-2017,396,Home Office
Technology,1,08-07-2017,3390,Consumer
Furniture,1,09-07-2017,291,Consumer
Office Supplies,1,09-07-2017,51,Consumer
Office Supplies,1,09-07-2017,259,Corporate
Office Supplies,1,09-07-2017,110,Home Office
Technology,1,09-07-2017,890,Corporate
Office Supplies,1,10-07-2017,7,Corporate
Furniture,1,11-07-2017,229,Consumer
Furniture,1,11-07-2017,439,Corporate
Office Supplies,1,11-07-2017,780,Corporate
Office Supplies,1,11-07-2017,41,Home Office
Technology,1,11-07-2017,1658,Consumer
Technology,1,11-07-2017,741,Corporate
Technology,1,11-07-2017,399,Home Office
Furniture,1,12-07-2017,122,Corporate
Office Supplies,1,12-07-2017,1579,Home Office
Technology,1,12-07-2017,867,Home Office
Furniture,1,13-07-2017,49,Corporate
Furniture,1,14-07-2017,592,Corporate
Office Supplies,1,14-07-2017,197,Consumer
Office Supplies,1,14-07-2017,195,Corporate
Furniture,1,15-07-2017,3018,Consumer
Furniture,1,15-07-2017,18,Corporate
Furniture,1,15-07-2017,162,Home Office
Office Supplies,1,15-07-2017,90,Consumer
Office Supplies,1,15-07-2017,314,Corporate
Office Supplies,1,15-07-2017,1413,Home Office
Technology,1,15-07-2017,1424,Home Office
Office Supplies,1,16-07-2017,209,Corporate
Furniture,1,17-07-2017,236,Home Office
Office Supplies,1,17-07-2017,194,Home Office
Office Supplies,1,18-07-2017,43,Consumer
Technology,1,18-07-2017,904,Consumer
Office Supplies,1,19-07-2017,213,Corporate
Furniture,1,20-07-2017,1290,Consumer
Office Supplies,1,20-07-2017,671,Consumer
Technology,1,20-07-2017,1202,Consumer
Office Supplies,1,22-07-2017,437,Consumer
Office Supplies,1,22-07-2017,429,Corporate
Technology,1,22-07-2017,3048,Consumer
Office Supplies,1,23-07-2017,77,Consumer
Office Supplies,1,23-07-2017,14,Corporate
Office Supplies,1,23-07-2017,1228,Home Office
Technology,1,23-07-2017,271,Consumer
Furniture,1,24-07-2017,301,Corporate
Office Supplies,1,24-07-2017,599,Consumer
Office Supplies,1,24-07-2017,94,Corporate
Furniture,1,25-07-2017,620,Consumer
Furniture,1,25-07-2017,3142,Home Office
Office Supplies,1,25-07-2017,81,Consumer
Office Supplies,1,25-07-2017,144,Corporate
Office Supplies,1,25-07-2017,371,Home Office
Technology,1,25-07-2017,283,Consumer
Technology,1,25-07-2017,226,Corporate
Technology,1,25-07-2017,469,Home Office
Furniture,1,26-07-2017,979,Corporate
Office Supplies,1,26-07-2017,60,Corporate
Technology,1,26-07-2017,198,Corporate
Furniture,1,29-07-2017,753,Consumer
Office Supplies,1,29-07-2017,91,Consumer
Office Supplies,1,30-07-2017,85,Consumer
Office Supplies,1,30-07-2017,141,Corporate
Technology,1,30-07-2017,827,Corporate
Furniture,1,31-07-2017,79,Consumer
Office Supplies,1,31-07-2017,35,Consumer
Technology,1,31-07-2017,443,Consumer
Furniture,1,01-08-2017,455,Consumer
Furniture,1,01-08-2017,1813,Corporate
Office Supplies,1,01-08-2017,166,Consumer
Office Supplies,1,01-08-2017,534,Corporate
Technology,1,01-08-2017,1197,Consumer
Technology,1,01-08-2017,670,Home Office
Office Supplies,1,02-08-2017,40,Consumer
Office Supplies,1,02-08-2017,33,Corporate
Office Supplies,1,02-08-2017,43,Home Office
Technology,1,02-08-2017,400,Consumer
Technology,1,03-08-2017,1074,Corporate
Furniture,1,04-08-2017,49,Home Office
Furniture,1,05-08-2017,1262,Consumer
Office Supplies,1,05-08-2017,710,Consumer
Office Supplies,1,05-08-2017,112,Corporate
Office Supplies,1,05-08-2017,561,Home Office
Technology,1,05-08-2017,22,Home Office
Furniture,1,06-08-2017,24,Consumer
Office Supplies,1,06-08-2017,1814,Consumer
Office Supplies,1,06-08-2017,275,Corporate
Office Supplies,1,06-08-2017,194,Home Office
Technology,1,06-08-2017,111,Consumer
Technology,1,06-08-2017,1248,Home Office
Furniture,1,07-08-2017,87,Corporate
Office Supplies,1,07-08-2017,474,Consumer
Office Supplies,1,07-08-2017,1830,Corporate
Office Supplies,1,07-08-2017,140,Home Office
Technology,1,07-08-2017,261,Corporate
Technology,1,07-08-2017,411,Home Office
Furniture,1,08-08-2017,1576,Corporate
Office Supplies,1,08-08-2017,550,Consumer
Office Supplies,1,08-08-2017,337,Corporate
Furniture,1,09-08-2017,46,Consumer
Furniture,1,09-08-2017,316,Corporate
Furniture,1,09-08-2017,509,Home Office
Office Supplies,1,09-08-2017,161,Consumer
Office Supplies,1,09-08-2017,388,Corporate
Office Supplies,1,09-08-2017,284,Home Office
Technology,1,09-08-2017,1189,Consumer
Furniture,1,10-08-2017,548,Consumer
Office Supplies,1,10-08-2017,53,Consumer
Office Supplies,1,10-08-2017,954,Corporate
Technology,1,10-08-2017,1218,Corporate
Office Supplies,1,11-08-2017,348,Corporate
Office Supplies,1,11-08-2017,216,Home Office
Technology,1,11-08-2017,309,Home Office
Furniture,1,12-08-2017,259,Consumer
Office Supplies,1,12-08-2017,1153,Consumer
Office Supplies,1,12-08-2017,68,Corporate
Office Supplies,1,12-08-2017,179,Home Office
Technology,1,12-08-2017,309,Consumer
Furniture,1,13-08-2017,700,Consumer
Office Supplies,1,13-08-2017,222,Consumer
Office Supplies,1,13-08-2017,311,Corporate
Office Supplies,1,13-08-2017,171,Home Office
Technology,1,13-08-2017,2104,Consumer
Technology,1,13-08-2017,349,Corporate
Furniture,1,14-08-2017,1058,Consumer
Office Supplies,1,14-08-2017,646,Consumer
Office Supplies,1,14-08-2017,164,Home Office
Technology,1,14-08-2017,1333,Consumer
Furniture,1,15-08-2017,330,Consumer
Furniture,1,15-08-2017,819,Corporate
Office Supplies,1,15-08-2017,256,Corporate
Office Supplies,1,15-08-2017,292,Home Office
Furniture,1,16-08-2017,1536,Consumer
Furniture,1,16-08-2017,2969,Corporate
Furniture,1,16-08-2017,1156,Home Office
Office Supplies,1,16-08-2017,916,Consumer
Office Supplies,1,16-08-2017,386,Corporate
Office Supplies,1,16-08-2017,15,Home Office
Technology,1,16-08-2017,241,Corporate
Furniture,1,17-08-2017,1277,Corporate
Office Supplies,1,17-08-2017,312,Corporate
Technology,1,17-08-2017,610,Corporate
Office Supplies,1,19-08-2017,2282,Consumer
Furniture,1,20-08-2017,1037,Consumer
Office Supplies,1,20-08-2017,1362,Consumer
Office Supplies,1,20-08-2017,99,Corporate
Office Supplies,1,20-08-2017,101,Home Office
Technology,1,20-08-2017,271,Home Office
Furniture,1,21-08-2017,136,Consumer
Office Supplies,1,21-08-2017,449,Consumer
Office Supplies,1,21-08-2017,239,Corporate
Office Supplies,1,21-08-2017,468,Home Office
Technology,1,21-08-2017,541,Home Office
Office Supplies,1,22-08-2017,140,Consumer
Office Supplies,1,22-08-2017,165,Home Office
Technology,1,22-08-2017,481,Consumer
Technology,1,22-08-2017,388,Home Office
Furniture,1,23-08-2017,611,Consumer
Office Supplies,1,23-08-2017,1123,Consumer
Office Supplies,1,23-08-2017,261,Corporate
Office Supplies,1,23-08-2017,85,Home Office
Technology,1,23-08-2017,94,Consumer
Furniture,1,24-08-2017,535,Home Office
Office Supplies,1,24-08-2017,329,Consumer
Office Supplies,1,24-08-2017,78,Corporate
Office Supplies,1,24-08-2017,89,Home Office
Technology,1,24-08-2017,386,Consumer
Technology,1,24-08-2017,498,Home Office
Office Supplies,1,25-08-2017,134,Consumer
Office Supplies,1,25-08-2017,180,Corporate
Office Supplies,1,26-08-2017,168,Consumer
Technology,1,26-08-2017,396,Consumer
Furniture,1,27-08-2017,589,Consumer
Furniture,1,27-08-2017,378,Corporate
Furniture,1,27-08-2017,1437,Home Office
Office Supplies,1,27-08-2017,488,Consumer
Office Supplies,1,27-08-2017,396,Corporate
Office Supplies,1,27-08-2017,361,Home Office
Technology,1,27-08-2017,714,Corporate
Furniture,1,28-08-2017,789,Consumer
Furniture,1,28-08-2017,216,Corporate
Office Supplies,1,28-08-2017,622,Consumer
Office Supplies,1,28-08-2017,209,Corporate
Office Supplies,1,28-08-2017,562,Home Office
Technology,1,28-08-2017,328,Consumer
Furniture,1,29-08-2017,408,Consumer
Office Supplies,1,29-08-2017,944,Consumer
Technology,1,29-08-2017,148,Consumer
Furniture,1,30-08-2017,404,Consumer
Office Supplies,1,30-08-2017,620,Consumer
Office Supplies,1,30-08-2017,497,Corporate
Office Supplies,1,30-08-2017,138,Home Office
Technology,1,30-08-2017,256,Corporate
Furniture,1,31-08-2017,575,Corporate
Office Supplies,1,31-08-2017,29,Consumer
Office Supplies,1,31-08-2017,2060,Corporate
Technology,1,31-08-2017,648,Consumer
Technology,1,31-08-2017,2366,Corporate
Furniture,1,02-09-2017,284,Consumer
Office Supplies,1,02-09-2017,28,Consumer
Office Supplies,1,02-09-2017,34,Corporate
Office Supplies,1,02-09-2017,403,Home Office
Technology,1,02-09-2017,511,Corporate
Technology,1,02-09-2017,87,Home Office
Office Supplies,1,03-09-2017,325,Consumer
Office Supplies,1,03-09-2017,17,Corporate
Office Supplies,1,03-09-2017,3451,Home Office
Technology,1,03-09-2017,103,Consumer
Furniture,1,04-09-2017,859,Consumer
Furniture,1,04-09-2017,864,Home Office
Office Supplies,1,04-09-2017,106,Consumer
Office Supplies,1,04-09-2017,621,Corporate
Office Supplies,1,04-09-2017,55,Home Office
Technology,1,04-09-2017,619,Consumer
Furniture,1,05-09-2017,1609,Consumer
Office Supplies,1,05-09-2017,1883,Consumer
Office Supplies,1,05-09-2017,235,Corporate
Technology,1,05-09-2017,1032,Consumer
Technology,1,05-09-2017,2698,Corporate
Office Supplies,1,06-09-2017,185,Consumer
Office Supplies,1,06-09-2017,151,Corporate
Technology,1,06-09-2017,1173,Consumer
Furniture,1,07-09-2017,35,Consumer
Office Supplies,1,07-09-2017,191,Consumer
Technology,1,07-09-2017,163,Consumer
Furniture,1,09-09-2017,455,Corporate
Furniture,1,09-09-2017,41,Home Office
Office Supplies,1,09-09-2017,2194,Consumer
Office Supplies,1,09-09-2017,1534,Corporate
Office Supplies,1,09-09-2017,355,Home Office
Technology,1,09-09-2017,141,Home Office
Furniture,1,10-09-2017,4036,Consumer
Furniture,1,10-09-2017,284,Home Office
Office Supplies,1,10-09-2017,774,Consumer
Office Supplies,1,10-09-2017,106,Home Office
Technology,1,10-09-2017,1484,Consumer
Technology,1,10-09-2017,222,Home Office
Furniture,1,11-09-2017,189,Corporate
Office Supplies,1,11-09-2017,51,Consumer
Office Supplies,1,11-09-2017,330,Corporate
Furniture,1,12-09-2017,68,Consumer
Furniture,1,12-09-2017,2001,Corporate
Furniture,1,12-09-2017,353,Home Office
Office Supplies,1,12-09-2017,33,Consumer
Office Supplies,1,12-09-2017,1077,Corporate
Technology,1,12-09-2017,73,Consumer
Technology,1,12-09-2017,1277,Corporate
Office Supplies,1,13-09-2017,149,Corporate
Office Supplies,1,13-09-2017,71,Home Office
Furniture,1,14-09-2017,693,Consumer
Furniture,1,14-09-2017,339,Corporate
Office Supplies,1,14-09-2017,286,Consumer
Office Supplies,1,14-09-2017,355,Corporate
Office Supplies,1,14-09-2017,467,Home Office
Technology,1,14-09-2017,1380,Consumer
Technology,1,14-09-2017,2460,Corporate
Technology,1,15-09-2017,79,Consumer
Furniture,1,16-09-2017,237,Consumer
Furniture,1,16-09-2017,25,Home Office
Office Supplies,1,16-09-2017,2023,Consumer
Office Supplies,1,16-09-2017,261,Corporate
Office Supplies,1,16-09-2017,278,Home Office
Technology,1,16-09-2017,320,Consumer
Technology,1,16-09-2017,1031,Corporate
Technology,1,16-09-2017,2542,Home Office
Furniture,1,17-09-2017,38,Consumer
Furniture,1,17-09-2017,2703,Home Office
Office Supplies,1,17-09-2017,277,Consumer
Office Supplies,1,17-09-2017,555,Home Office
Office Supplies,1,18-09-2017,121,Consumer
Office Supplies,1,18-09-2017,126,Corporate
Technology,1,18-09-2017,539,Consumer
Technology,1,18-09-2017,209,Corporate
Office Supplies,1,19-09-2017,226,Consumer
Office Supplies,1,19-09-2017,30,Corporate
Technology,1,19-09-2017,142,Consumer
Furniture,1,20-09-2017,506,Consumer
Office Supplies,1,20-09-2017,1002,Consumer
Office Supplies,1,20-09-2017,143,Corporate
Office Supplies,1,20-09-2017,81,Home Office
Technology,1,20-09-2017,809,Consumer
Technology,1,20-09-2017,1132,Corporate
Technology,1,20-09-2017,314,Home Office
Furniture,1,21-09-2017,320,Consumer
Furniture,1,21-09-2017,62,Corporate
Furniture,1,21-09-2017,1401,Home Office
Office Supplies,1,21-09-2017,200,Consumer
Office Supplies,1,21-09-2017,97,Corporate
Technology,1,21-09-2017,592,Consumer
Technology,1,21-09-2017,173,Corporate
Furniture,1,23-09-2017,854,Consumer
Office Supplies,1,23-09-2017,509,Consumer
Office Supplies,1,23-09-2017,161,Corporate
Office Supplies,1,23-09-2017,65,Home Office
Office Supplies,1,24-09-2017,1219,Consumer
Office Supplies,1,24-09-2017,156,Corporate
Technology,1,24-09-2017,635,Corporate
Furniture,1,25-09-2017,828,Corporate
Office Supplies,1,25-09-2017,1199,Consumer
Office Supplies,1,25-09-2017,289,Corporate
Office Supplies,1,25-09-2017,246,Home Office
Technology,1,25-09-2017,449,Consumer
Technology,1,25-09-2017,422,Corporate
Technology,1,25-09-2017,287,Home Office
Furniture,1,26-09-2017,621,Consumer
Office Supplies,1,26-09-2017,197,Consumer
Office Supplies,1,26-09-2017,41,Corporate
Office Supplies,1,26-09-2017,48,Home Office
Technology,1,26-09-2017,1167,Corporate
Furniture,1,27-09-2017,1196,Consumer
Furniture,1,27-09-2017,435,Home Office
Office Supplies,1,27-09-2017,736,Consumer
Office Supplies,1,27-09-2017,185,Corporate
Office Supplies,1,27-09-2017,844,Home Office
Technology,1,27-09-2017,84,Consumer
Technology,1,27-09-2017,2088,Corporate
Furniture,1,28-09-2017,69,Consumer
Furniture,1,28-09-2017,1224,Corporate
Office Supplies,1,28-09-2017,57,Consumer
Office Supplies,1,28-09-2017,463,Corporate
Technology,1,28-09-2017,1151,Corporate
Furniture,1,29-09-2017,892,Consumer
Office Supplies,1,29-09-2017,25,Consumer
Furniture,1,30-09-2017,589,Consumer
Office Supplies,1,30-09-2017,562,Consumer
Technology,1,30-09-2017,1498,Consumer
Office Supplies,1,01-10-2017,34,Consumer
Office Supplies,1,01-10-2017,83,Home Office
Office Supplies,1,03-10-2017,247,Consumer
Office Supplies,1,03-10-2017,128,Home Office
Furniture,1,04-10-2017,490,Corporate
Furniture,1,04-10-2017,466,Home Office
Office Supplies,1,04-10-2017,148,Consumer
Technology,1,04-10-2017,1392,Consumer
Technology,1,04-10-2017,290,Corporate
Furniture,1,05-10-2017,395,Consumer
Office Supplies,1,05-10-2017,20,Corporate
Technology,1,05-10-2017,571,Corporate
Technology,1,07-10-2017,143,Consumer
Furniture,1,08-10-2017,573,Consumer
Office Supplies,1,08-10-2017,225,Consumer
Technology,1,08-10-2017,583,Consumer
Technology,1,08-10-2017,1622,Corporate
Furniture,1,09-10-2017,363,Consumer
Office Supplies,1,09-10-2017,286,Consumer
Technology,1,09-10-2017,473,Consumer
Furniture,1,10-10-2017,402,Home Office
Technology,1,10-10-2017,286,Consumer
Technology,1,10-10-2017,628,Corporate
Furniture,1,11-10-2017,805,Consumer
Furniture,1,11-10-2017,248,Corporate
Office Supplies,1,11-10-2017,546,Consumer
Office Supplies,1,11-10-2017,31,Home Office
Technology,1,11-10-2017,1968,Consumer
Office Supplies,1,12-10-2017,582,Consumer
Office Supplies,1,12-10-2017,48,Home Office
Technology,1,12-10-2017,1503,Consumer
Furniture,1,14-10-2017,112,Corporate
Office Supplies,1,14-10-2017,515,Consumer
Office Supplies,1,14-10-2017,37,Corporate
Office Supplies,1,14-10-2017,50,Home Office
Furniture,1,15-10-2017,350,Consumer
Furniture,1,15-10-2017,398,Corporate
Office Supplies,1,15-10-2017,3121,Consumer
Office Supplies,1,15-10-2017,289,Corporate
Technology,1,15-10-2017,203,Consumer
Office Supplies,1,16-10-2017,13,Consumer
Office Supplies,1,16-10-2017,98,Corporate
Office Supplies,1,16-10-2017,354,Home Office
Technology,1,16-10-2017,1385,Consumer
Technology,1,16-10-2017,1623,Corporate
Office Supplies,1,17-10-2017,46,Corporate
Technology,1,17-10-2017,1165,Corporate
Office Supplies,1,18-10-2017,216,Consumer
Office Supplies,1,18-10-2017,55,Corporate
Technology,1,18-10-2017,676,Consumer
Technology,1,21-10-2017,1220,Corporate
Office Supplies,1,22-10-2017,131,Consumer
Furniture,1,23-10-2017,344,Consumer
Office Supplies,1,23-10-2017,50,Consumer
Office Supplies,1,23-10-2017,112,Corporate
Office Supplies,1,23-10-2017,60,Home Office
Technology,1,23-10-2017,1214,Consumer
Technology,1,23-10-2017,1239,Corporate
Office Supplies,1,24-10-2017,360,Consumer
Office Supplies,1,24-10-2017,371,Corporate
Office Supplies,1,25-10-2017,92,Consumer
Office Supplies,1,25-10-2017,248,Home Office
Technology,1,25-10-2017,523,Consumer
Office Supplies,1,28-10-2017,1016,Corporate
Office Supplies,1,28-10-2017,247,Home Office
Furniture,1,29-10-2017,50,Home Office
Office Supplies,1,29-10-2017,87,Corporate
Office Supplies,1,29-10-2017,43,Home Office
Technology,1,29-10-2017,475,Corporate
Technology,1,29-10-2017,2080,Home Office
Office Supplies,1,30-10-2017,45,Corporate
Technology,1,30-10-2017,44,Consumer
Office Supplies,1,31-10-2017,51,Consumer
Office Supplies,1,31-10-2017,183,Corporate
Furniture,1,01-11-2017,530,Consumer
Furniture,1,01-11-2017,1104,Home Office
Office Supplies,1,01-11-2017,171,Consumer
Office Supplies,1,01-11-2017,701,Corporate
Office Supplies,1,01-11-2017,862,Home Office
Technology,1,01-11-2017,402,Corporate
Office Supplies,1,02-11-2017,874,Consumer
Technology,1,02-11-2017,171,Home Office
Furniture,1,04-11-2017,50,Consumer
Office Supplies,1,04-11-2017,1663,Consumer
Office Supplies,1,04-11-2017,32,Corporate
Technology,1,04-11-2017,348,Consumer
Technology,1,04-11-2017,39,Home Office
Furniture,1,05-11-2017,936,Consumer
Furniture,1,05-11-2017,1205,Corporate
Office Supplies,1,05-11-2017,1148,Consumer
Office Supplies,1,05-11-2017,408,Corporate
Technology,1,05-11-2017,202,Consumer
Furniture,1,06-11-2017,138,Consumer
Furniture,1,06-11-2017,954,Home Office
Office Supplies,1,06-11-2017,1176,Consumer
Office Supplies,1,06-11-2017,337,Corporate
Office Supplies,1,06-11-2017,173,Home Office
Technology,1,06-11-2017,1767,Consumer
Furniture,1,07-11-2017,94,Consumer
Office Supplies,1,07-11-2017,330,Consumer
Office Supplies,1,07-11-2017,237,Corporate
Technology,1,07-11-2017,145,Consumer
Furniture,1,08-11-2017,222,Consumer
Furniture,1,08-11-2017,506,Corporate
Office Supplies,1,08-11-2017,76,Corporate
Technology,1,08-11-2017,122,Consumer
Furniture,1,09-11-2017,186,Consumer
Office Supplies,1,09-11-2017,1671,Consumer
Office Supplies,1,09-11-2017,234,Corporate
